293,1,2,3.0,3
295,3,4,3.0,3
178,5,2,1.0,1
185,7,5,1.0,1
186,7,8,1.0,1
177,4,8,1.0,1
171,1,7,2.0,2
173,2,7,0.0,0
390,0,10,1.0,1
161,-4,15,3.0,3
397,-6,15,1.0,1
399,-10,11,1.0,1
154,-6,8,1.0,1
155,-6,9,0.0,0
165,-2,8,1.0,1
188,8,7,3.0,3
190,8,14,2.0,2
189,8,11,1.0,1
187,7,16,1.0,1
325,12,16,1.0,1
228,17,16,1.0,1
314,18,15,1.0,1
234,19,14,0.0,0
221,16,9,1.0,1
320,17,5,1.0,1
227,17,3,1.0,1
247,23,0,2.0,2
255,26,1,0.0,0
244,22,1,1.0,1
312,26,6,1.0,1
245,22,5,0.0,0
249,24,6,0.0,0
307,20,16,1.0,1
250,24,18,1.0,1
237,20,29,3.0,3
223,16,30,2.0,2
235,19,30,1.0,1
246,22,31,1.0,1
311,27,32,3.0,3
270,29,31,1.0,1
264,27,28,1.0,1
256,26,32,1.0,1
239,21,30,1.0,1
213,14,31,1.0,1
224,16,38,1.0,1
195,9,38,1.0,1
206,12,39,0.0,0
176,3,38,1.0,1
181,5,34,0.0,0
308,5,26,1.0,1
354,5,30,1.0,1
180,5,33,0.0,0
222,16,26,2.0,2
268,28,27,2.0,2
251,24,23,0.0,0
275,30,20,1.0,1
274,30,3,1.0,1
326,29,2,1.0,1
323,31,14,1.0,1
263,27,25,1.0,1
288,-5,-2,3.0,3
388,3,-3,1.0,1
386,-4,-1,1.0,1
184,7,1,1.0,1
201,11,11,1.0,1
175,3,15,2.0,2
179,5,10,0.0,0
152,-7,15,1.0,1
156,-6,28,1.0,1
352,-3,33,0.0,0
322,4,24,0.0,0
212,14,29,0.0,0
182,5,39,0.0,0
309,17,7,1.0,1
200,11,5,0.0,0
194,9,1,0.0,0
168,0,5,0.0,0
146,-10,9,1.0,1
290,-1,3,0.0,0
291,-10,0,1.0,1
283,32,-3,0.0,0
284,32,7,0.0,0
205,12,14,0.0,0
240,21,38,0.0,0
271,29,33,0.0,0
170,1,5,0.0,0
